names,orig_lang,budget_x,revenue,country,number_of_oscar_winners,main_genre,release_month,release_year
Office Love: Behind Closed Doors,Japanese,112600000,597883933,JP,0,Romance,07,1985
Gemini Man,English,140000000,166598362,AU,0,Science Fiction,10,2019
My Beautiful Man ～eternal～,Japanese,167540000,175269998.8,JP,0,NA,04,2023
Solo: A Star Wars Story,English,275000000,393151347,AU,0,Science Fiction,05,2018
Dinosaur Hotel,English,153600000,419974411.6,US,0,Horror,06,2021
xXx: State of the Union,English,60000000,71073932,AU,0,Action,04,2005
Rogue One: A Star Wars Story,English,200000000,1055083596,AU,1,Action,12,2016
Voyagers,English,29000000,4131781,AU,0,Science Fiction,04,2021
Sexual Chronicles of a French Family,French,108600000,539181833,FR,0,Comedy,05,2012
Scoob!,English,90000000,28588425,AU,0,Animation,09,2020
The Witch: Part 1. The Subversion,Korean,5500000,24340302,KR,0,Action,06,2018
Spy Kids,English,35000000,197692062,AU,0,Action,09,2001
Mother's Friend,Korean,80300000,176682291.4,KR,0,Romance,05,2017
The Bourne Supremacy,English,85000000,311001124,AU,0,Action,08,2004
BTS: Permission to Dance on Stage - LA,Korean,215600000,1748017438.4,KR,0,Music,09,2022
Tinker Bell and the Great Fairy Rescue,English,145400000,524420200.6,AU,0,Animation,09,2010
Cirque du Freak: The Vampire's Assistant,English,40000000,39753957,US,0,Adventure,10,2009
Chip and Potato: Chip's Holiday,English,99000000,724917350.2,US,0,Animation,06,2022
Barbie Fairytopia: Mermaidia,English,71180000,392839573.2,AU,0,Animation,09,2017
The Quake,Norwegian,6300000,185403521,NO,0,Action,08,2018
What Happened to Monday,English,20000000,27975429,AU,0,Science Fiction,11,2017
Die Hard: With a Vengeance,English,90000000,366101666,AU,1,Action,05,1995
The Last Exorcism,English,1800000,70165900,AU,0,Horror,11,2010
Hotel Desire,German,230758,84563373.8,DE,0,Drama,12,2011
God's Crooked Lines,"Spanish, Castilian",139800000,677745703.6,ES,0,Drama,10,2022
Barbie Presents: Thumbelina,English,127000000,325823441.8,AU,0,Animation,09,2017
Abominable,English,75000000,188668688,AU,0,Family,09,2019
Three Wishes for Cinderella,Norwegian,174600000,611708903.2,NO,0,Fantasy,11,2021
Don't F*#% With John Wick,English,101700000,716719914.2,US,0,Documentary,02,2015
Paupahan,Tagalog,174600000,175269998.8,PH,0,Drama,04,2023
Where the Wild Things Are,English,100000000,99123656,AU,1,Family,12,2009
Green Book,English,23000000,319995019,AU,0,Drama,01,2019
My Little Pony: A New Generation,English,38211149.2,4100000,AU,0,Animation,04,2022
The Boy and the Beast,Japanese,27610000,49714378,AU,0,Action,03,2016
Saint Seiya: The Heated Battle of the Gods,Japanese,107400000,442534509.4,JP,0,Action,03,1988
Europa Report,English,125687,164148886.4,AU,0,Science Fiction,07,2013
Cosmic Sin,English,20000000,349757,AU,0,Action,03,2021
Justice Society: World War II,English,104300000,715632210,AU,0,Animation,06,2021
CJ7,Cantonese,24292400,47301471,AU,0,Comedy,01,2008
Ouija,English,5000000,103300632,US,0,Horror,10,2014
Nobody Sleeps in the Woods Tonight 2,Polish,105600000,830215344.6,US,0,Horror,10,2021
When Love Is Lust,Italian,156000000,952321336,IT,0,Comedy,01,1973
Megan,English,164900000,690959382.4,US,0,Thriller,03,2020
The Kissing Booth 3,English,94100000,683545513.4,AU,0,Romance,08,2021
I Don't Like Younger Men 4,Korean,144400000,326683695.4,KR,0,Romance,07,2019
Annihilation,English,55000000,43070915,AU,1,Science Fiction,03,2018
Enola Holmes,English,21000000,95194068.4,AU,0,Adventure,09,2020
Lewis Capaldi: How I'm Feeling Now,English,136000000,542007794.8,GB,0,Documentary,04,2023
Rogue Hostage,English,70520000,457654821.6,AU,0,Action,08,2021
National Treasure,English,100000000,331323410,AU,2,Adventure,11,2004
Charlie's Angels: Full Throttle,English,120000000,227163273,AU,0,Action,07,2003
Miracle in Cell No. 7,Turkish,961023.8,19289062,TR,0,Drama,10,2019
Death Race: Inferno,English,6500000,102022597.6,US,0,Action,01,2013
I Came By,English,94000000,321279166.8,GB,0,Thriller,08,2022
Survival Island,English,9000000,667072.4,AU,0,Thriller,11,2005
The Interview,English,44000000,12342632,AU,0,Action,01,2015
Guardians,Russian,5400000,4803565,RU,0,Action,02,2017
Teen Wolf,English,1200000,80000000,US,0,Comedy,08,1985
The Smurfs,English,110000000,563749323,AU,0,Animation,09,2011
Career Opportunities,English,6000000,11336986,AU,0,Romance,12,1991
Sherlock Holmes,English,90000000,498438212,AU,0,Action,12,2009
Dragon Ball: The Path to Power,Japanese,171200000,795903109.2,JP,0,Animation,03,1996
Alvin and the Chipmunks: Chipwrecked,English,80000000,349088523,AU,0,Comedy,01,2012
Eyes Wide Shut,English,65000000,104264617,AU,1,Drama,08,1999
The Larva Island Movie,English,115500000,425732545.6,US,0,Animation,07,2020
10 Things I Hate About You,English,13000000,60413950,AU,0,Comedy,03,1999
Star Wars: Episode III - Revenge of the Sith,English,113000000,850000000,AU,1,Adventure,05,2005
College Girls' Massage Parlor,Korean,68800000,226866064.6,KR,0,Drama,04,2020
Chaos Walking,English,100000000,27072169,AU,0,Fantasy,03,2021
Maquia: When the Promised Flower Blooms,Japanese,8421000,4300000,AU,0,Animation,06,2018
La La Land,English,20000000,437459811,AU,1,Comedy,11,2016
Dances with Wolves,English,19000000,424208805,AU,0,Adventure,02,1991
Dragon Ball Z: Plan to Eradicate the Super Saiyans,Japanese,143000000,536922531.6,JP,0,Action,11,2010
Ri¢hie Ri¢h,English,40000000,38087756,AU,0,Comedy,12,1994
Bram Stoker's Dracula,English,40000000,215862666,AU,2,Romance,01,1993
Underworld,English,22000000,95708457,AU,0,Fantasy,01,2004
Thinking XXX,English,138800000,293853255.2,AU,0,Documentary,02,2007
Dumb and Dumber,English,16000000,247275374,AU,0,Comedy,03,1995
Coma,Russian,4000000,2363584,AU,0,Science Fiction,11,2020
The Protégé,English,58980000,8639684,AU,0,Action,08,2021
Inferno,English,75000000,219519367,AU,1,Mystery,10,2016
Step Up,English,12000000,110989157,AU,0,Music,09,2006
Pandora,Korean,13938145,30169000,KR,0,Thriller,12,2016
Spectral,English,70000000,210020543,US,0,Science Fiction,12,2016
The Weekend Away,English,98600000,243434798.2,GB,0,Thriller,03,2022
Matando Cabos 2: La Máscara del Máscara,"Spanish, Castilian",73380000,873245191.2,MX,0,Action,10,2021
Lone Survivor,English,40000000,149804632,AU,0,War,01,2014
The Heat,English,43000000,229727774,AU,1,Action,07,2013
Attraction,Italian,122000000,131926469,IT,0,Drama,02,1969
Inside the Mind of a Cat,English,79500000,708023892.4,US,0,Documentary,08,2022
Turbo,English,135000000,286896578,AU,0,Animation,09,2013
My Best Friend's Exorcism,English,121740000,847224095,US,0,Horror,09,2022
Project Almanac,English,12000000,32909437,AU,0,Science Fiction,02,2015
Alone,English,74600000,716458819.4,AU,0,Thriller,04,2021
Goosebumps,English,58000000,158952243,AU,0,Adventure,12,2015
Teen Titans Go! See Space Jam,English,105400000,542708441.8,AU,0,Animation,07,2021
The Lego Batman Movie,English,80000000,310563096,AU,0,Animation,03,2017
Lady Bird,English,10000000,80120944,AU,0,Drama,01,2018
The A-Team,English,110000000,177241171,AU,0,Thriller,10,2010
The Loud House Movie,English,114860000,901084255,AU,0,Animation,08,2021
Gunpowder Milkshake,English,30000000,1015760,AU,0,Action,07,2021
Saw V,English,10800000,118209778,AU,0,Horror,10,2008
Forgotten,Korean,5611197,9900000,KR,0,Thriller,11,2017
Butchers,English,108400000,218436574.8,US,0,Horror,10,2020
Shaun of the Dead,English,5000000,29366946,AU,0,Horror,10,2004
LEGO Star Wars Terrifying Tales,English,129200000,375372218.6,AU,0,Animation,10,2021
An Argentinian Crime,"Spanish, Castilian",94000000,321279166.8,AR,0,Thriller,08,2022
Female Urologists 2,Chinese,105200000,290912102,KR,0,Drama,02,2020
Stand by Me Doraemon,Japanese,35000000,83061158,JP,0,Animation,08,2014
The Lion Guard: Return of the Roar,English,116700000,661829506.2,US,0,Family,11,2015
Child's Play 2,English,13000000,34166572,US,0,Horror,11,1990
The Craft: Legacy,English,18000000,2300000,AU,0,Horror,10,2020
Kabaneri of the Iron Fortress: The Battle of Unato,Japanese,114000000,463270148.8,JP,0,Animation,05,2019
Justice League Dark: Apokolips War,English,160600000,973340661.4,AU,0,Animation,06,2020
Who's a Good Boy?,"Spanish, Castilian",72440000,220176894.4,MX,0,Comedy,11,2022
Robin Hood,English,210000000,322459006,AU,0,Animation,09,2013
Robin Hood,English,99000000,85210012,AU,0,Animation,09,2013
The Goonies,English,19000000,61389680,AU,0,Adventure,12,1985
Clueless,English,13700000,57956568,AU,0,Comedy,09,1995
Rambo III,English,58000000,188715611,AU,0,Action,06,1988
Serial (Bad) Weddings 3,French,22000000,163709896.6,FR,0,Romance,12,2021
Don't Breathe,English,9900000,159047649,AU,0,Thriller,06,2016
Joseph and Mary,English,151600000,665194474,US,0,Drama,07,2016
The Kings of the World,"Spanish, Castilian",112900000,645547020.4,CO,0,Drama,10,2022
Songbird,English,7286840.6,620836,AU,0,Thriller,05,2021
Office Lady Rope Slave,Japanese,12001040,38139010,JP,0,NA,01,1981
Two,"Spanish, Castilian",133000000,240742794.8,ES,0,Thriller,07,2021
Barbie: The Pearl Princess,English,108000000,533517647.6,US,0,Family,02,2014
Sherlock Holmes: A Game of Shadows,English,125000000,535663443,AU,0,Adventure,01,2012
Midway,English,100000000,126815030,AU,0,Action,11,2019
Her,English,23000000,48043998,AU,0,Romance,01,2014
A Waltons Thanksgiving,English,112800000,836011985.4,US,0,TV Movie,11,2022
Hitman,English,24000000,99135571,AU,0,Action,12,2007
Deepwater Horizon,English,156000000,122359309,AU,0,Drama,10,2016
The Pirates: The Last Royal Treasure,Korean,19597380,10247262,KR,0,Action,01,2022
Paranormal Activity 3,English,5000000,207039844,AU,0,Horror,10,2011
Star Wars: Episode I - The Phantom Menace,English,115000000,924317558,AU,1,Adventure,07,1999
The Hills Have Eyes 2,English,15000000,37697773,US,0,Horror,03,2007
Child's Play 3,English,13000000,20560255,AU,0,Horror,11,1991
Ride Your Wave,Japanese,143000000,589212649,AU,0,Animation,02,2020
Bumblebee,English,102000000,465195589,AU,0,Action,12,2018
Paint,English,193540000,175269998.8,US,0,Comedy,04,2023
About Time,English,12000000,84959034,AU,0,Drama,10,2013
Crush,English,105800000,667037174.8,US,0,Comedy,04,2022
The Cat Returns,Japanese,24840000,54016370,AU,0,Adventure,09,2005
Royalteen,Norwegian,99400000,588699039.2,NO,0,Romance,08,2022
The Mummy,English,195000000,409953905,AU,1,Fantasy,06,2017
The Mummy,English,80000000,416385488,AU,1,Fantasy,06,2017
Truth or Dare,English,3500000,95292744,AU,0,Thriller,08,2018
Raped by an Angel,Cantonese,115400000,233023741.6,HK,0,Thriller,05,1993
Underworld: Rise of the Lycans,English,35000000,92158961,AU,0,Fantasy,01,2009
The King of Fighters,English,12000000,2000371,CA,0,Action,08,2010
L'immensità,Italian,47220616.4,319773152.6,IT,0,Drama,09,2022
The Many Saints of Newark,English,50000000,12732039,AU,0,Crime,09,2021
Over the Moon,English,82600000,473097256.6,US,0,Animation,10,2020
Charm City Kings,English,124000000,517060315.4,US,0,Drama,01,2020
Promare,Japanese,59500000,444807535.4,AU,0,Animation,10,2019
Frivolous Lola,Italian,119000000,948498291.2,IT,0,Comedy,06,1998
The Ring,English,48000000,248218486,AU,0,Horror,11,2002
Radius,English,37117129,14097,AU,0,Thriller,03,2018
Saw VI,English,11000000,69752402,AU,0,Horror,10,2009
Blood Diamond,English,100000000,171377916,AU,0,Drama,01,2007
Young Aunt 3,Korean,121400000,492196010.4,KR,0,Romance,01,2020
Curious George: Cape Ahoy,English,50641000,323787336.6,US,0,Animation,09,2021
Kung Fu Hustle,Cantonese,20000000,102034104,AU,0,Action,08,2005
The Lovely Bones,English,95000000,94894448,AU,1,Fantasy,12,2009
The Dinosaur Project,English,19102000,2412576,AU,0,Adventure,03,2013
Robots,English,80000000,260636271,AU,1,Animation,03,2005
The Empire Strikes Back,English,18000000,538400000,AU,0,Adventure,05,1980
Predestination,English,5500000,4942449,AU,0,Science Fiction,08,2014
Spy Kids 3-D: Game Over,English,40000000,167851995,AU,0,Action,01,2004
Knight and Day,English,117000000,258751370,AU,0,Action,07,2010
Jesus of Nazareth,"Spanish, Castilian",135000000,439492869.2,MX,0,History,03,1942
The Grand Budapest Hotel,English,31000000,163503514,AU,2,Comedy,04,2014
Romance,French,4105000,1314053,FR,0,Drama,04,1999
Dream to be a Wife,Chinese,167540000,175269998.8,CN,0,NA,09,2015
Sex and the City 2,English,95000000,294680778,AU,1,Comedy,07,2010
7 Women and a Murder,Italian,70800000,591573175.2,IT,0,Comedy,12,2021
Castle in the Sky,Japanese,3000000,5228752,AU,0,Adventure,08,1996
Last Night in Soho,English,43000000,22876948,AU,0,Horror,11,2021
Catman,Chinese,103800000,420298643.4,CN,0,Romance,05,2021
Conan the Barbarian,English,90000000,63356133,AU,0,Adventure,12,1982
Conan the Barbarian,English,20000000,79114085,AU,0,Adventure,12,1982
The Ash Lad: In the Hall of the Mountain King,Norwegian,52808572,4522950,NO,0,Adventure,09,2017
Tombstone,English,25000000,56505065,AU,1,Western,02,1994
12 Strong,English,35000000,71118378,AU,0,War,01,2018
Perfect Blue,Japanese,830000,112536,AU,0,Animation,06,2001
King Richard,English,50000000,37994866,AU,0,Drama,01,2022
The Bob's Burgers Movie,English,38000000,34148750,AU,0,Animation,05,2022
Sinkhole,Korean,11400000,17970000,KR,0,Comedy,08,2021
She Said,English,32000000,10632378,AU,0,Drama,11,2022
Click,English,82500000,237685089,AU,0,Comedy,09,2006
Saw IV,English,10000000,135759694,AU,0,Horror,10,2007
A Tale of Two Sisters,Korean,15050245,1062878,KR,0,Drama,06,2003
Cheeky,Italian,64200000,509521654.2,IT,0,Comedy,01,2000
RV,English,50000000,87528173,AU,0,Family,06,2006
The Bourne Identity,English,60000000,214357371,AU,0,Action,08,2002
Not Another Teen Movie,English,15000000,62401343,AU,0,Comedy,03,2002
"Batman: The Long Halloween, Part Two",English,141000000,937353330.4,AU,0,Animation,07,2021
The Game Plan,English,22000000,146590987,AU,0,Comedy,11,2007
Asking For It,English,104300000,195076279.8,US,0,Action,03,2022
"Tad, the Lost Explorer","Spanish, Castilian",10500000,23000000,AU,0,Animation,08,2013
Atlantis: The Lost Empire,English,90000000,186049020,AU,0,Animation,09,2001
True Lies,English,100000000,365300000,AU,1,Action,09,1994
Silent Hill,English,50000000,94704227,AU,0,Horror,08,2006
No One Gets Out Alive,English,139000000,405888913.2,AU,0,Horror,09,2021
Cursed,English,35000000,25114901,AU,0,Horror,06,2005
The Platform,"Spanish, Castilian",600,214883443.8,AU,0,Drama,03,2020
No Hard Feelings,English,246000000,178359863,US,1,Comedy,06,2023
Spectre,English,300000000,879077344,AU,0,Action,11,2015
Friday the 13th,English,17000000,92670237,AU,0,Horror,06,1980
Friday the 13th,English,550000,59754601,AU,0,Horror,06,1980
Horton Hears a Who!,English,85000000,298572799,AU,0,Animation,03,2008
Luckiest Girl Alive,English,55197530,636226345.4,US,0,Drama,09,2022
Death Note Relight 1: Visions of a God,Japanese,97000000,829924588.6,AU,0,TV Movie,09,2009
Three Sisters Swapping,Korean,181600000,175269998.8,KR,0,Romance,11,2019
Doctor Sleep,English,45000000,71720838,AU,0,Horror,11,2019
Crawl,English,17000000,91720490,AU,0,Thriller,07,2019
Breakthrough,English,14000000,49231674,AU,0,Drama,04,2019
Apostasy,English,500000,434336,GB,0,Drama,07,2018
Odd Thomas,English,27000000,257720413.2,AU,0,Mystery,01,2013
Beauty Salon: Special Services 4,Korean,53340523.8,359866643.6,KR,0,Romance,12,2022
The Princess Diaries,English,30000000,165334774,AU,1,Comedy,11,2001
How Funny Can Sex Be?,Italian,118600000,245108932.8,IT,0,Comedy,12,1973
Man on Fire,English,60000000,130968579,AU,1,Action,08,2004
The Lighthouse,English,4000000,18262307,AU,0,Drama,02,2020
Transporter 2,English,32000000,89083229,AU,0,Action,09,2005
The Witch,English,3500000,40429635,AU,0,Drama,03,2016
Do Revenge,English,90544000,519948264.6,US,0,Comedy,09,2022
Twelve Monkeys,English,29000000,168841459,AU,0,Science Fiction,03,1996
Transformers: Beginnings,English,155000000,474980757,US,0,Animation,10,2006
A Nightmare on Elm Street,English,35000000,117729618,AU,0,Horror,08,1985
A Nightmare on Elm Street,English,1800000,25542906,AU,0,Horror,08,1985
"Pamela, A Love Story",English,90100000,414551647.4,US,0,Documentary,01,2023
Xico's Journey,"Spanish, Castilian",127000000,325823441.8,MX,0,Animation,11,2020
A Serbian Film,Serbian,3840000,1541,US,0,Crime,05,2011
Bosomy Backhouse Girl,Korean,201940000,38157314,KR,0,Romance,05,2020
Oh Belinda,Turkish,132580000,376911604.8,TR,0,Drama,04,2023
The Change-Up,English,52000000,75997067,AU,0,Comedy,08,2011
All About Sex,English,98000000,283691881.2,US,0,Comedy,01,2020
Skin,English,71200000,530413654.6,CA,0,Drama,09,2018
Anaconda,English,45000000,136998907,AU,1,Adventure,07,1997
Peter Pan,English,100000000,95255485,AU,0,Adventure,12,2003
Peter Pan,English,4000000,87400000,AU,0,Adventure,12,2003
You Don't Mess with the Zohan,English,90000000,204313400,AU,0,Comedy,08,2008
Dragon Ball: Sleeping Princess in Devil's Castle,Japanese,82600000,307390441,JP,0,Action,07,1987
Midnight,Korean,102400000,502443287.6,KR,0,Thriller,06,2021
Yu Pui Tsuen II,Cantonese,84000000,1014981321.6,HK,0,Drama,10,1987
Constantine: City of Demons - The Movie,English,93600000,854525890.6,AU,0,Fantasy,10,2018
Cast Away,English,85000000,427230516,AU,2,Adventure,01,2001
Paprika,Italian,100000000,369861963.8,IT,0,Drama,02,1991
Godzilla,English,160000000,529076069,AU,0,Science Fiction,06,1998
Godzilla,English,125000000,376000000,AU,0,Science Fiction,06,1998
The Lucky One,English,25000000,96633833,AU,0,Drama,04,2012
The Lone Ranger,English,225000000,260002115,AU,0,Action,07,2013
The Texas Chain Saw Massacre,English,85000,30900000,AU,0,Horror,02,1984
Zone 414,English,5000000,54969744.8,US,0,Science Fiction,09,2021
The Smurfs 2,English,110000000,348547523,AU,0,Fantasy,09,2013
Star Trek Into Darkness,English,190000000,467381584,AU,0,Action,05,2013
PAW Patrol: Jet to the Rescue,English,77600000,695513050,AU,0,Family,09,2020
When Marnie Was There,Japanese,20011197,34949567,AU,0,Animation,03,2015
Swim,English,91000000,347535769.2,US,0,Horror,08,2021
The Raid,Indonesian,1100000,9148519,AU,0,Action,03,2012
Beverly Hills Chihuahua 3: Viva la Fiesta!,English,75600000,413389196.6,US,0,Comedy,09,2012
Grisaia: Phantom Trigger The Animation - Stargazer,Japanese,130000000,765868107,JP,0,Animation,11,2020
The Scientist,English,151000000,396465476,US,0,Horror,09,2020
Star Wars: Episode II - Attack of the Clones,English,120000000,649398328,AU,1,Adventure,05,2002
The King of Staten Island,English,78700000,485621788.4,AU,0,Comedy,06,2020
Tropic Thunder,English,90000000,191145256,AU,1,Action,08,2008
E.T. the Extra-Terrestrial,English,10500000,797103542,AU,0,Science Fiction,11,1982
Sin City: A Dame to Kill For,English,65000000,40650842,AU,0,Crime,09,2014
